City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,Coolum Beach,-26.5333,153.1,80.11,79,73,11.61,AU,2021-12-02 00:56:43
298,Mbini,1.574,9.6134,78.64,87,100,9.86,GQ,2021-12-02 00:56:44
299,Vestmanna,62.1564,-7.1664,32.92,60,75,20.71,FO,2021-12-02 00:56:44
300,Cherskiy,68.75,161.3,-31.32,100,71,5.17,RU,2021-12-02 00:56:45
301,Mariental,-24.6333,17.9667,68.77,27,96,8.95,NA,2021-12-02 00:56:46
302,Bozoum,6.3193,16.3799,72.21,38,92,1.99,CF,2021-12-02 00:56:47
303,Walvis Bay,-22.9575,14.5053,59.09,82,0,5.75,NA,2021-12-02 00:56:48
304,Vanimo,-2.6741,141.3028,85.14,69,100,3.67,PG,2021-12-02 00:56:06
305,Tigzirt,36.8886,4.1198,53.47,66,0,9.1,DZ,2021-12-02 00:56:49
306,Belaya Kalitva,48.17,40.78,34.09,90,91,12.37,RU,2021-12-02 00:56:49
307,Ouadda,8.0777,22.4007,71.96,33,77,4.41,CF,2021-12-02 00:56:50
308,Mackay,-21.15,149.2,91.69,66,0,6.91,AU,2021-12-02 00:56:51
309,Zhezkazgan,47.8043,67.7144,30.7,71,99,12.91,KZ,2021-12-02 00:56:51
310,Santiago Del Estero,-27.7951,-64.2615,78.82,39,17,11.05,AR,2021-12-02 00:56:52
311,Newport,51.5877,-2.9984,40.24,79,2,1.99,GB,2021-12-02 00:56:53
312,Ketchikan,55.3422,-131.6461,35.01,74,99,12.5,US,2021-12-02 00:56:53
313,Marrakesh,31.6315,-8.0083,50.07,71,20,2.3,MA,2021-12-02 00:56:55
314,Koungheul,13.9833,-14.8,81.09,18,100,7.9,SN,2021-12-02 00:56:55
315,Solnechnyy,50.7214,136.6319,13.23,73,100,5.61,RU,2021-12-02 00:56:56
316,Bafoulabe,13.8065,-10.8321,80.11,15,85,3.87,ML,2021-12-02 00:56:56
317,Grimshaw,56.1834,-117.6027,32.02,79,20,2.3,CA,2021-12-02 00:56:57
318,Plouzane,48.3833,-4.6167,46.58,68,20,16.11,FR,2021-12-02 00:56:58
319,Russell,32.3502,-85.1999,58.71,55,0,4.7,US,2021-12-02 00:56:58
320,Oktyabrskoye,43.0645,44.7417,28.54,86,100,6.71,RU,2021-12-02 00:56:59
321,Kibaya,-5.3,36.5667,58.57,95,65,4.43,TZ,2021-12-02 00:57:00
322,Cairns,-16.9167,145.7667,95.11,59,8,12.66,AU,2021-12-02 00:55:14
323,Maningrida,-12.0667,134.2667,92.19,52,100,4.45,AU,2021-12-02 00:57:01
324,Armidale,-30.5167,151.65,70.81,59,31,6.06,AU,2021-12-02 00:57:02
325,Tungao,8.7772,125.5719,83.61,78,100,3.4,PH,2021-12-02 00:57:03
326,Pandan,14.0453,124.1694,79.29,81,100,22.44,PH,2021-12-02 00:57:03
327,Salalah,17.0151,54.0924,72.07,46,0,6.11,OM,2021-12-02 00:55:09
328,Lavumisa,-27.31,31.892,68.77,94,9,5.53,SZ,2021-12-02 00:57:05
329,Pemberton,50.3164,-122.8027,51.49,100,100,6.13,CA,2021-12-02 00:57:05
330,Bonthe,7.5264,-12.505,75.6,95,100,6.24,SL,2021-12-02 00:57:06
331,Mgandu,-5.95,34.1333,63.72,74,12,7.36,TZ,2021-12-02 00:57:07
332,Harper,4.375,-7.7169,79.3,81,13,5.23,LR,2021-12-02 00:57:07
333,Ercis,39.0287,43.3586,33.64,86,86,8.46,TR,2021-12-02 00:55:18
334,Matadi,-5.8167,13.45,75.33,95,100,0.34,CD,2021-12-02 00:57:09
335,Pembroke,45.8168,-77.1162,31.66,70,100,7.96,CA,2021-12-02 00:55:46
336,Redwater,33.3582,-94.2544,64.33,77,0,4.97,US,2021-12-02 00:57:10
337,Grindavik,63.8424,-22.4338,36.07,100,90,26.46,IS,2021-12-02 00:56:19
338,Kieta,-6.2167,155.6333,86.65,62,98,4.32,PG,2021-12-02 00:57:11
339,Krasnogorsk,55.8225,37.3181,22.37,79,75,15.66,RU,2021-12-02 00:57:12
340,Datong,40.0936,113.2914,24.51,49,0,6.55,CN,2021-12-02 00:57:12
341,Aulla,44.2146,9.9678,57.43,88,100,9.13,IT,2021-12-02 00:57:13
342,Champerico,14.3,-91.9167,84.74,70,4,4.29,GT,2021-12-02 00:57:14
343,Poum,-20.2333,164.0167,81.73,76,25,13.47,NC,2021-12-02 00:57:15
344,Port Lincoln,-34.7333,135.8667,63.88,58,97,11.9,AU,2021-12-02 00:57:15
345,Bucerias,20.75,-105.3333,75.0,84,91,0.69,MX,2021-12-02 00:57:00
346,Epe,6.5841,3.9834,77.99,90,43,4.83,NG,2021-12-02 00:57:17
347,Bonavista,48.6499,-53.1147,35.11,70,3,13.96,CA,2021-12-02 00:57:18
348,Garcia Hernandez,9.6144,124.2946,82.96,76,100,2.51,PH,2021-12-02 00:57:18
349,Sangar,63.9242,127.4739,-32.6,97,10,3.76,RU,2021-12-02 00:57:19
350,Upernavik,72.7868,-56.1549,27.09,96,100,6.4,GL,2021-12-02 00:57:20
351,Sinnamary,5.3833,-52.95,78.13,89,100,11.52,GF,2021-12-02 00:57:20
352,Sungaipenuh,-2.0833,101.3833,71.85,69,54,2.28,ID,2021-12-02 00:57:21
353,Jacareacanga,-6.2222,-57.7528,72.48,99,90,1.45,BR,2021-12-02 00:57:22
354,Mezen,65.8522,44.24,16.5,94,100,8.19,RU,2021-12-02 00:57:22
355,Dikson,73.5069,80.5464,-6.99,96,100,15.12,RU,2021-12-02 00:53:03
356,Djenne,13.9061,-4.5533,77.68,15,80,6.69,ML,2021-12-02 00:57:24
357,Zlitan,32.4674,14.5687,56.48,48,0,12.06,LY,2021-12-02 00:57:24
358,Axim,4.8699,-2.2405,79.11,84,19,5.5,GH,2021-12-02 00:57:25
359,Sliven,42.6858,26.3292,40.75,62,0,3.27,BG,2021-12-02 00:57:26
360,Damaturu,11.747,11.9608,69.28,36,27,9.42,NG,2021-12-02 00:57:27
361,Clive,41.603,-93.7241,55.42,51,1,5.01,US,2021-12-02 00:57:28
362,Ternate,0.8,127.4,82.35,77,100,10.22,ID,2021-12-02 00:57:29
363,Karema,-6.8205,30.4389,70.7,86,49,3.62,TZ,2021-12-02 00:57:30
364,Eberswalde,52.8349,13.8195,44.65,69,100,27.94,DE,2021-12-02 00:57:31
365,Boqueirao,-7.5,-36.1333,74.79,71,100,12.21,BR,2021-12-02 00:57:31
366,Sioux Lookout,50.1001,-91.917,34.18,100,90,2.3,CA,2021-12-02 00:57:32
367,Soyo,-6.1349,12.3689,77.88,90,100,4.76,AO,2021-12-02 00:57:33
368,Honiara,-9.4333,159.95,85.46,73,100,4.25,SB,2021-12-02 00:53:00
369,Bandarbeyla,9.4942,50.8122,74.75,64,0,13.73,SO,2021-12-02 00:57:34
370,Javanrud,34.7961,46.5172,44.87,81,95,6.76,IR,2021-12-02 00:57:34
371,Lasa,46.6166,10.7002,38.14,97,100,1.21,IT,2021-12-02 00:52:36
372,Dunedin,-45.8742,170.5036,60.21,82,100,16.33,NZ,2021-12-02 00:52:44
373,Koran,43.8103,18.5689,31.51,100,75,2.3,BA,2021-12-02 00:57:36
374,Victoria,22.2855,114.1577,63.25,44,12,1.01,HK,2021-12-02 00:55:10
375,Ordzhonikidze,52.4411,61.7408,30.33,87,40,12.75,KZ,2021-12-02 00:57:38
376,Havoysund,70.9963,24.6622,31.08,62,100,27.2,NO,2021-12-02 00:57:39
377,Kirakira,-10.4544,161.9205,84.25,74,33,3.78,SB,2021-12-02 00:57:40
378,Galle,6.0367,80.217,76.03,86,10,3.76,LK,2021-12-02 00:57:40
379,Grand Gaube,-20.0064,57.6608,77.4,78,2,1.99,MU,2021-12-02 00:57:41
380,Ranfurly,-45.1333,170.1,65.07,56,100,6.06,NZ,2021-12-02 00:57:42
381,Pires Do Rio,-17.2997,-48.2794,70.14,90,98,1.3,BR,2021-12-02 00:57:42
382,Naudero,27.6648,68.3622,57.22,24,0,4.18,PK,2021-12-02 00:57:43
383,Sisimiut,66.9395,-53.6735,33.03,80,98,5.66,GL,2021-12-02 00:57:43
384,Klaksvik,62.2266,-6.589,34.72,60,99,27.81,FO,2021-12-02 00:53:18
385,Pontianak,-0.0333,109.3333,78.78,83,20,5.75,ID,2021-12-02 00:57:44
386,Northam,51.0333,-4.2167,40.39,71,5,11.74,GB,2021-12-02 00:57:45
387,Iqaluit,63.7506,-68.5145,11.93,73,90,2.3,CA,2021-12-02 00:57:46
388,Kapuskasing,49.4169,-82.4331,19.49,93,90,10.36,CA,2021-12-02 00:57:46
389,Talas,38.6908,35.5538,29.07,80,75,5.75,TR,2021-12-02 00:57:47
390,Makakilo City,21.3469,-158.0858,82.62,61,20,13.8,US,2021-12-02 00:56:02
391,Palmer,42.1584,-72.3287,36.21,76,100,2.42,US,2021-12-02 00:56:42
392,Aswan,24.0934,32.907,63.7,55,0,13.8,EG,2021-12-02 00:57:49
393,Catuday,16.2923,119.8062,77.31,70,92,9.42,PH,2021-12-02 00:57:49
394,Homa Bay,-0.5273,34.4571,66.83,72,100,3.6,KE,2021-12-02 00:57:50
395,Hammerfest,70.6634,23.6821,30.65,86,75,18.41,NO,2021-12-02 00:57:51
396,Tuy Hoa,13.0833,109.3,71.78,89,100,12.73,VN,2021-12-02 00:57:51
397,Januaria,-15.4833,-44.3667,70.7,84,100,2.73,BR,2021-12-02 00:57:52
398,Namatanai,-3.6667,152.4333,86.16,63,100,3.83,PG,2021-12-02 00:57:53
399,Dongsheng,39.8161,109.9776,20.95,51,0,17.02,CN,2021-12-02 00:57:53
400,Zhanaozen,43.3,52.8,40.91,82,100,17.6,KZ,2021-12-02 00:57:54
401,Voyvozh,62.892,54.9635,23.45,97,100,4.0,RU,2021-12-02 00:57:55
402,Shingu,33.7333,135.9833,47.39,48,0,3.09,JP,2021-12-02 00:57:55
403,Meulaboh,4.1363,96.1285,76.78,86,27,5.21,ID,2021-12-02 00:57:56
404,Vila Velha,-20.3297,-40.2925,76.95,93,90,4.61,BR,2021-12-02 00:57:57
405,Kununurra,-15.7667,128.7333,98.58,39,100,11.5,AU,2021-12-02 00:57:58
406,Araouane,18.9048,-3.5265,71.67,17,88,10.4,ML,2021-12-02 00:57:58
407,Utete,-7.986,38.758,71.56,97,42,0.85,TZ,2021-12-02 00:57:59
408,Bosaso,11.2842,49.1816,71.73,60,0,2.35,SO,2021-12-02 00:58:00
409,Arraial Do Cabo,-22.9661,-42.0278,73.29,88,5,6.93,BR,2021-12-02 00:57:49
410,Matagami,49.7502,-77.6328,15.91,86,90,8.05,CA,2021-12-02 00:58:01
411,College,64.8569,-147.8028,-2.54,77,75,0.0,US,2021-12-02 00:54:44
412,Uxbridge,42.0773,-71.6295,37.65,76,100,1.01,US,2021-12-02 00:54:48
413,Naze,28.3667,129.4833,56.32,65,100,13.27,JP,2021-12-02 00:58:03
414,Alice Springs,-23.7,133.8833,92.75,14,4,11.5,AU,2021-12-02 00:58:03
415,Marawi,7.9986,124.2928,71.65,75,100,2.89,PH,2021-12-02 00:58:04
416,Plymouth,41.8334,-70.8328,40.98,81,80,3.67,US,2021-12-02 00:58:05
417,Innisfail,-17.5333,146.0333,88.2,61,7,9.1,AU,2021-12-02 00:58:05
418,Ilulissat,69.2167,-51.1,30.97,61,100,11.52,GL,2021-12-02 00:58:06
419,Amahai,-3.3333,128.9167,81.34,78,100,1.79,ID,2021-12-02 00:58:07
420,Moron,-34.6534,-58.6198,67.98,74,0,5.99,AR,2021-12-02 00:58:07
421,Saint-Augustin,51.226,-58.6502,14.5,92,100,2.24,CA,2021-12-02 00:58:08
422,Sur,22.5667,59.5289,71.71,52,0,2.64,OM,2021-12-02 00:58:09
423,Yerofey Pavlovich,53.9667,121.9667,2.88,91,100,3.47,RU,2021-12-02 00:58:09
424,Laguna,38.421,-121.4238,68.43,72,1,1.01,US,2021-12-02 00:58:10
425,Kousseri,12.0769,15.0306,78.76,22,10,12.66,CM,2021-12-02 00:58:11
426,Aksarka,66.5606,67.7975,-1.01,97,100,10.11,RU,2021-12-02 00:58:12
427,Ende,-8.8432,121.6623,84.67,69,100,1.3,ID,2021-12-02 00:58:12
428,Malumfashi,11.7853,7.6218,68.85,22,19,9.82,NG,2021-12-02 00:58:13
429,Yar-Sale,66.8333,70.8333,0.52,96,100,12.68,RU,2021-12-02 00:56:53
430,Boyolangu,-8.1181,111.8935,81.12,79,98,3.42,ID,2021-12-02 00:58:14
431,Galveston,29.3669,-94.9669,70.18,88,98,7.34,US,2021-12-02 00:58:15
432,Mattru,7.6244,-11.8332,74.07,98,100,4.5,SL,2021-12-02 00:58:16
433,Katsuura,35.1333,140.3,57.18,39,0,10.71,JP,2021-12-02 00:58:16
434,Kenai,60.5544,-151.2583,19.15,88,100,5.46,US,2021-12-02 00:58:17
435,Saldanha,-33.0117,17.9442,59.05,75,0,20.65,ZA,2021-12-02 00:54:04
436,Urumqi,43.801,87.6005,7.75,79,1,2.24,CN,2021-12-02 00:56:37
437,Acarau,-2.8856,-40.12,80.51,78,98,13.67,BR,2021-12-02 00:58:18
438,Kuusamo,65.9667,29.1833,17.64,86,90,3.44,FI,2021-12-02 00:58:19
439,Port Hedland,-20.3167,118.5667,96.85,19,66,9.22,AU,2021-12-02 00:58:20
440,Jeremoabo,-10.075,-38.4808,75.63,75,78,8.72,BR,2021-12-02 00:58:20
441,Ko Samui,9.5357,99.9357,81.28,77,50,18.5,TH,2021-12-02 00:58:22
442,Penarroya-Pueblonuevo,38.3,-5.2667,46.45,87,100,12.1,ES,2021-12-02 00:58:22
443,Hamilton,39.1834,-84.5333,53.11,86,40,1.01,US,2021-12-02 00:58:23
444,Souillac,-20.5167,57.5167,77.38,78,40,3.44,MU,2021-12-02 00:57:37
445,Coffs Harbour,-30.3,153.1333,79.12,74,75,17.27,AU,2021-12-02 00:58:24
446,Holme,56.1138,10.1725,31.86,90,100,23.82,DK,2021-12-02 00:58:25
447,Gualaceo,-2.9,-78.7833,60.46,95,92,2.59,EC,2021-12-02 00:58:25
448,Kajaani,64.2273,27.7285,8.65,92,90,1.14,FI,2021-12-02 00:58:26
449,Muros,42.7762,-9.0603,52.23,94,100,20.98,ES,2021-12-02 00:58:27
450,Caohai,26.8661,104.2841,38.77,93,100,3.6,CN,2021-12-02 00:58:28
451,Bosanska Gradiska,45.1411,17.25,53.85,78,100,4.54,BA,2021-12-02 00:54:01
452,Rio Grande,-32.035,-52.0986,63.95,66,93,10.45,BR,2021-12-02 00:57:40
453,Kamenka,51.3223,42.7678,31.75,87,100,11.81,RU,2021-12-02 00:58:29
454,Moranbah,-22.0016,148.0466,87.08,44,0,8.1,AU,2021-12-02 00:58:30
455,Plettenberg Bay,-34.0527,23.3716,61.7,89,100,7.7,ZA,2021-12-02 00:58:31
456,Kodinsk,58.6881,99.1844,11.32,95,100,3.85,RU,2021-12-02 00:54:07
457,Wexford,52.3342,-6.4575,38.57,87,96,12.24,IE,2021-12-02 00:58:32
458,Mount Isa,-20.7333,139.5,96.57,20,0,11.5,AU,2021-12-02 00:58:32
459,Shelabolikha,53.4131,82.6167,20.66,87,8,5.37,RU,2021-12-02 00:58:33
460,Yamada,39.4667,141.95,38.71,61,14,22.55,JP,2021-12-02 00:58:34
461,Gigmoto,13.7796,124.39,79.45,82,100,20.22,PH,2021-12-02 00:58:34
462,Moa,20.6569,-74.9403,77.83,81,48,10.09,CU,2021-12-02 00:58:35
463,San Jeronimo,-11.9472,-75.2829,54.97,75,98,3.53,PE,2021-12-02 00:58:36
464,Anadyr,64.75,177.4833,1.9,84,90,4.0,RU,2021-12-02 00:58:36
465,Horn Lake,34.9554,-90.0348,62.02,80,4,5.99,US,2021-12-02 00:58:37
466,Shimoga,13.9167,75.5667,67.08,95,25,1.48,IN,2021-12-02 00:58:38
467,Norilsk,69.3535,88.2027,-23.04,99,13,5.1,RU,2021-12-02 00:58:39
468,Yeppoon,-23.1333,150.7333,85.78,67,10,8.28,AU,2021-12-02 00:58:39
469,Steinbach,50.1667,8.5667,42.78,79,75,6.91,DE,2021-12-02 00:58:40
470,Madaoua,14.073,5.96,71.33,19,23,10.87,NE,2021-12-02 00:58:41
471,Kashi,39.4547,75.9797,25.81,54,0,8.95,CN,2021-12-02 00:58:41
472,Rioja,-29.4111,-66.8507,84.2,36,47,12.57,AR,2021-12-02 00:58:42
473,Capinzal,-27.3436,-51.6119,63.0,73,17,1.52,BR,2021-12-02 00:58:43
474,Sambava,-14.2667,50.1667,75.2,84,46,8.77,MG,2021-12-02 00:58:43
475,Broken Hill,-31.95,141.4333,89.31,27,9,17.27,AU,2021-12-02 00:58:44
476,Tharad,24.3961,71.6267,67.8,54,93,5.53,IN,2021-12-02 00:58:45
477,Kontagora,10.3999,5.4695,72.75,23,79,2.46,NG,2021-12-02 00:58:45
478,Marihatag,8.7936,126.2969,83.17,73,94,0.76,PH,2021-12-02 00:58:47
479,Jiuquan,39.7432,98.5174,24.22,38,0,6.42,CN,2021-12-02 00:58:47
480,Carutapera,-1.195,-46.02,80.8,77,94,8.59,BR,2021-12-02 00:58:48
481,Kongolo,-5.3833,27.0,67.8,98,50,1.57,CD,2021-12-02 00:58:48
482,Tarbes,43.25,0.1667,44.26,93,75,6.91,FR,2021-12-02 00:58:49
483,Aden,12.7794,45.0367,78.39,58,0,9.19,YE,2021-12-02 00:58:49
484,Gwadar,25.1216,62.3254,72.84,51,0,4.0,PK,2021-12-02 00:58:50
485,Butler,39.4501,-84.5666,51.46,89,90,6.91,US,2021-12-02 00:58:51
486,Alyangula,-13.8483,136.4192,89.47,74,75,3.44,AU,2021-12-02 00:58:51
487,Vila Do Maio,15.1333,-23.2167,75.51,66,100,17.85,CV,2021-12-02 00:58:52
488,San Felipe,10.3399,-68.7425,71.31,99,83,2.46,VE,2021-12-02 00:58:53
489,Turukhansk,65.8167,87.9833,-6.84,88,56,9.82,RU,2021-12-02 00:58:54
490,Kalabo,-14.97,22.6814,75.67,49,100,4.59,ZM,2021-12-02 00:58:55
491,Aguadilla,18.4275,-67.1541,78.6,94,75,1.01,PR,2021-12-02 00:58:55
492,Raton,36.9034,-104.4391,51.19,30,0,4.45,US,2021-12-02 00:58:56
493,Novoalekseyevskaya,44.8189,40.9339,37.4,92,100,11.36,RU,2021-12-02 00:58:56
494,Vanavara,60.34,102.2797,-3.8,94,100,3.11,RU,2021-12-02 00:54:12
495,Valparaiso,-33.0393,-71.6273,60.44,70,0,11.5,CL,2021-12-02 00:58:26
496,Asfi,32.2994,-9.2372,56.84,71,0,8.03,MA,2021-12-02 00:58:58
497,Portland,45.5234,-122.6762,59.77,89,76,1.32,US,2021-12-02 00:55:24
498,Domazlice,49.4405,12.9298,43.5,96,100,15.05,CZ,2021-12-02 00:58:59
499,Joao Camara,-5.5375,-35.8197,79.84,78,100,7.94,BR,2021-12-02 00:59:00
500,Havre-Saint-Pierre,50.2334,-63.5986,28.4,93,90,4.61,CA,2021-12-02 00:59:01
501,Diffa,13.3154,12.6113,72.25,36,69,11.12,NE,2021-12-02 00:59:02
502,Sechura,-5.5569,-80.8222,66.96,79,95,10.94,PE,2021-12-02 00:57:35
503,Luderitz,-26.6481,15.1594,60.1,73,2,16.64,NA,2021-12-02 00:59:03
504,Kyra,49.5776,111.9753,17.4,59,2,21.74,RU,2021-12-02 00:59:04
505,Teguldet,57.3064,88.1667,21.45,81,100,10.78,RU,2021-12-02 00:59:05
506,Lincoln,40.8,-96.667,60.3,38,13,1.99,US,2021-12-02 00:59:05
507,Huntley,42.1681,-88.4281,46.98,91,100,3.0,US,2021-12-02 00:59:06
508,Lavrentiya,65.5833,-171.0,-10.62,83,0,5.66,RU,2021-12-02 00:56:12
509,Koulikoro,14.0,-7.75,73.83,16,10,7.05,ML,2021-12-02 00:59:08
510,Mehamn,71.0357,27.8492,33.37,60,100,26.69,NO,2021-12-02 00:59:08
511,Blackwater,-23.5833,148.8833,88.16,42,7,6.02,AU,2021-12-02 00:59:09
512,Balkanabat,39.5108,54.3671,65.01,45,100,8.52,TM,2021-12-02 00:59:10
513,Dunyapur,29.7995,71.7196,59.83,29,0,4.76,PK,2021-12-02 00:59:10
514,Nitra,48.3076,18.0845,43.68,96,100,9.71,SK,2021-12-02 00:59:11
515,San Patricio,28.017,-97.5169,70.05,77,18,6.51,US,2021-12-02 00:59:12
516,Todos Santos,23.45,-110.2167,76.75,72,10,5.14,MX,2021-12-02 00:59:12
517,Knysna,-34.0363,23.0471,61.18,89,100,6.82,ZA,2021-12-02 00:59:13
518,Nishiwaki,34.9833,134.9667,50.58,65,8,1.9,JP,2021-12-02 00:59:14
519,Wagga Wagga,-35.1167,147.3667,85.6,50,0,4.61,AU,2021-12-02 00:56:22
520,Lima,-12.0432,-77.0282,67.89,76,0,11.5,PE,2021-12-02 00:56:19
521,Kushima,31.4583,131.2333,44.64,54,19,2.1,JP,2021-12-02 00:59:16
522,Pevek,69.7008,170.3133,-7.65,94,100,6.22,RU,2021-12-02 00:59:16
523,Rock Sound,24.9,-76.2,77.76,67,6,12.33,BS,2021-12-02 00:59:17
524,Yichang,30.7144,111.2847,49.12,46,2,1.81,CN,2021-12-02 00:59:18
525,Rawson,-43.3002,-65.1023,68.29,52,0,9.22,AR,2021-12-02 00:59:18
526,Gemena,3.25,19.7667,69.55,96,98,3.02,CD,2021-12-02 00:59:19
527,Sambo Creek,15.8167,-86.6833,77.0,94,20,0.0,HN,2021-12-02 00:59:20
528,Acapulco,16.8634,-99.8901,82.22,78,1,4.61,MX,2021-12-02 00:56:38
529,Ucluelet,48.9329,-125.5528,52.09,95,100,1.99,CA,2021-12-02 00:59:21
530,Ust-Nera,64.5667,143.2,-44.34,100,91,5.03,RU,2021-12-02 00:59:22
531,Cayenne,4.9333,-52.3333,80.1,87,0,2.3,GF,2021-12-02 00:59:22
532,Agadez,19.75,10.25,63.75,18,100,8.01,NE,2021-12-02 00:59:23
533,Maceio,-9.6658,-35.7353,78.24,83,20,5.75,BR,2021-12-02 00:59:24
534,Hutchinson,38.0608,-97.9298,60.31,50,1,10.02,US,2021-12-02 00:56:05
535,Thayetmyo,19.3167,95.1833,68.16,85,21,4.25,MM,2021-12-02 00:59:25
536,Sterling,39.0062,-77.4286,52.56,58,90,7.0,US,2021-12-02 00:54:34
537,Erzin,36.9559,36.2,46.92,53,1,5.01,TR,2021-12-02 00:59:26
538,Maues,-3.3836,-57.7186,77.45,87,100,4.63,BR,2021-12-02 00:59:27
539,Khanpur,28.6453,70.6567,61.68,29,0,5.55,PK,2021-12-02 00:59:28
540,Hommelvik,63.4108,10.7942,31.98,96,90,4.61,NO,2021-12-02 00:59:28
541,Atar,20.5169,-13.0499,69.1,14,100,10.69,MR,2021-12-02 00:59:29
542,Vogan,6.3333,1.5333,82.22,84,51,8.77,TG,2021-12-02 00:59:30
543,Guerrero Negro,27.9769,-114.0611,65.8,73,1,8.99,MX,2021-12-02 00:58:47
544,Berlevag,70.8578,29.0864,33.98,60,100,29.68,NO,2021-12-02 00:55:32
545,Oistins,13.0667,-59.5333,80.69,78,40,19.57,BB,2021-12-02 00:59:31
546,Gunjur,13.2019,-16.7339,73.47,68,70,4.61,GM,2021-12-02 00:59:32
547,Youkounkoun,12.5333,-13.1333,75.87,24,18,0.34,GN,2021-12-02 00:59:33
548,Boa Vista,2.8197,-60.6733,76.98,88,75,2.3,BR,2021-12-02 00:59:33
549,Aasiaat,68.7098,-52.8699,26.98,64,65,9.98,GL,2021-12-02 00:59:34
550,Coihaique,-45.5752,-72.0662,44.55,76,75,9.22,CL,2021-12-02 00:59:35
551,Pisco,-13.7,-76.2167,66.25,77,0,16.11,PE,2021-12-02 00:59:35
552,Soverato,38.685,16.5499,51.75,84,97,4.43,IT,2021-12-02 00:59:36
553,Bokoro,12.3807,17.0568,75.34,24,7,13.78,TD,2021-12-02 00:59:37
554,Garden City,42.3256,-83.331,41.9,94,90,4.61,US,2021-12-02 00:56:51
555,Pathalgaon,22.5667,83.4667,55.58,57,41,3.71,IN,2021-12-02 00:59:38
556,Alugan,12.2188,125.4808,80.47,86,100,13.82,PH,2021-12-02 00:59:39
557,Gravdal,68.1214,13.5031,32.86,62,100,33.31,NO,2021-12-02 00:59:40
558,Hohhot,40.8106,111.6522,5.29,78,0,4.47,CN,2021-12-02 00:59:41
559,Bani Walid,31.7566,13.9942,51.1,50,5,8.7,LY,2021-12-02 00:59:41
560,Sinjar,36.3209,41.8754,49.35,63,3,7.09,IQ,2021-12-02 00:59:42
561,San Borja,-14.8167,-66.85,78.21,73,100,3.11,BO,2021-12-02 00:59:43
562,Oriximina,-1.7656,-55.8661,82.31,61,100,2.06,BR,2021-12-02 00:59:43
563,Wajima,37.4,136.9,39.88,93,75,2.3,JP,2021-12-02 00:59:44
564,Hovd,48.0056,91.6419,14.47,64,2,1.12,MN,2021-12-02 00:59:45
565,Abu Kamal,34.4506,40.9171,60.4,49,100,10.8,SY,2021-12-02 00:58:09
566,Fairbanks,64.8378,-147.7164,-4.7,77,100,3.06,US,2021-12-02 00:59:46
567,Flin Flon,54.7682,-101.865,8.44,78,90,6.91,CA,2021-12-02 00:59:46
568,Bezhanitsy,56.9767,29.8907,16.68,99,100,3.44,RU,2021-12-02 00:59:48
569,Daru,-9.0763,143.2092,86.85,68,83,3.76,PG,2021-12-02 00:57:40
570,Kisangani,0.5167,25.2,70.48,98,99,2.28,CD,2021-12-02 00:59:49
571,Marathon,44.9,-89.7668,42.04,92,100,1.01,US,2021-12-02 00:59:50
572,Bang Saphan,11.2126,99.5117,80.55,78,82,10.67,TH,2021-12-02 00:59:50
573,Tura,25.5198,90.2201,62.31,69,71,3.56,IN,2021-12-02 00:59:51
574,Dakar,14.6937,-17.4441,74.28,88,100,4.61,SN,2021-12-02 00:59:52
575,Itarema,-2.9248,-39.9167,80.51,78,97,13.53,BR,2021-12-02 00:59:53
576,Portel,-1.9356,-50.8211,80.83,69,100,4.94,BR,2021-12-02 00:59:53
577,Farafangana,-22.8167,47.8333,73.9,89,93,5.53,MG,2021-12-02 00:59:54
578,Constitucion,-35.3333,-72.4167,53.26,87,100,11.07,CL,2021-12-02 01:15:56
579,Banmankhi,25.8833,87.1833,64.36,62,8,2.24,IN,2021-12-02 01:19:59
580,Huarmey,-10.0681,-78.1522,66.52,86,100,6.64,PE,2021-12-02 01:20:00
581,Khatanga,71.9667,102.5,-38.29,100,92,1.28,RU,2021-12-02 01:17:32
582,Port Moresby,-9.4431,147.1797,85.93,69,91,5.32,PG,2021-12-02 01:17:19
583,Cape Town,-33.9258,18.4232,60.35,64,20,8.05,ZA,2021-12-02 01:20:02
584,Tuktoyaktuk,69.4541,-133.0374,-16.6,76,90,6.91,CA,2021-12-02 01:20:03
585,Puerto Ayora,-0.7393,-90.3518,69.17,88,70,8.72,EC,2021-12-02 01:20:03
586,Verkhnyaya Sysert,56.4372,60.75,35.4,94,100,6.73,RU,2021-12-02 01:20:04
587,Kapaa,22.0752,-159.319,84.18,76,20,5.01,US,2021-12-02 01:20:05
588,Avarua,-21.2078,-159.775,77.05,88,75,14.97,CK,2021-12-02 01:20:05
589,Longkou,37.6508,120.3286,40.84,52,0,19.01,CN,2021-12-02 01:20:06
590,Toledo,39.8333,-4.0,48.07,96,90,7.94,ES,2021-12-02 01:20:07
591,Dingle,10.9995,122.6711,78.13,92,100,11.27,PH,2021-12-02 01:20:07
592,Coquimbo,-29.9533,-71.3436,58.73,82,0,6.91,CL,2021-12-02 01:20:08
593,Ushuaia,-54.8,-68.3,46.06,66,40,18.41,AR,2021-12-02 01:20:09
594,Yellowknife,62.456,-114.3525,-1.68,84,75,9.22,CA,2021-12-02 01:16:07
595,Vredendal,-31.6683,18.5012,60.15,72,100,15.23,ZA,2021-12-02 01:20:10
